run_order,run_id,method,task,run_num,seed
1873,20260519_spec-kit_3_I,spec-kit,I,3,1d9b2c16497b3e9f
1874,20260519_acps_20_E,acps,E,20,1d9b2c16497b3e9f
1875,20260519_bmad_14_I,bmad,I,14,1d9b2c16497b3e9f
1876,20260519_bigpowers_4_C,bigpowers,C,4,1d9b2c16497b3e9f
1877,20260519_superpowers_14_E,superpowers,E,14,1d9b2c16497b3e9f
1878,20260519_superpowers_12_J,superpowers,J,12,1d9b2c16497b3e9f
1879,20260519_bigpowers_20_A,bigpowers,A,20,1d9b2c16497b3e9f
1880,20260519_bigpowers_1_H,bigpowers,H,1,1d9b2c16497b3e9f
1881,20260519_bare_21_F,bare,F,21,1d9b2c16497b3e9f
1882,20260519_superpowers_15_F,superpowers,F,15,1d9b2c16497b3e9f
1883,20260519_bigpowers_21_G,bigpowers,G,21,1d9b2c16497b3e9f
1884,20260519_bmad_10_D,bmad,D,10,1d9b2c16497b3e9f
1885,20260519_spec-kit_15_B,spec-kit,B,15,1d9b2c16497b3e9f
1886,20260519_bare_13_E,bare,E,13,1d9b2c16497b3e9f
1887,20260519_gsd_30_B,gsd,B,30,1d9b2c16497b3e9f
1888,20260519_acps_8_A,acps,A,8,1d9b2c16497b3e9f
1889,20260519_superpowers_8_H,superpowers,H,8,1d9b2c16497b3e9f
1890,20260519_bmad_2_G,bmad,G,2,1d9b2c16497b3e9f
1891,20260519_spec-kit_15_A,spec-kit,A,15,1d9b2c16497b3e9f
1892,20260519_bigpowers_29_I,bigpowers,I,29,1d9b2c16497b3e9f
1893,20260519_bigpowers_13_C,bigpowers,C,13,1d9b2c16497b3e9f
1894,20260519_gsd_26_G,gsd,G,26,1d9b2c16497b3e9f
1895,20260519_gsd_27_H,gsd,H,27,1d9b2c16497b3e9f
1896,20260519_acps_27_A,acps,A,27,1d9b2c16497b3e9f
1897,20260519_bigpowers_4_H,bigpowers,H,4,1d9b2c16497b3e9f
1898,20260519_superpowers_3_A,superpowers,A,3,1d9b2c16497b3e9f
1899,20260519_spec-kit_17_F,spec-kit,F,17,1d9b2c16497b3e9f
1900,20260519_gsd_8_F,gsd,F,8,1d9b2c16497b3e9f
1901,20260519_spec-kit_15_G,spec-kit,G,15,1d9b2c16497b3e9f
1902,20260519_superpowers_28_C,superpowers,C,28,1d9b2c16497b3e9f
1903,20260519_gsd_8_I,gsd,I,8,1d9b2c16497b3e9f
1904,20260519_spec-kit_3_J,spec-kit,J,3,1d9b2c16497b3e9f
1905,20260519_bmad_22_C,bmad,C,22,1d9b2c16497b3e9f
1906,20260519_superpowers_29_I,superpowers,I,29,1d9b2c16497b3e9f
1907,20260519_bmad_7_I,bmad,I,7,1d9b2c16497b3e9f
1908,20260519_gsd_27_E,gsd,E,27,1d9b2c16497b3e9f
1909,20260519_gsd_14_B,gsd,B,14,1d9b2c16497b3e9f
1910,20260519_acps_27_G,acps,G,27,1d9b2c16497b3e9f
1911,20260519_acps_3_G,acps,G,3,1d9b2c16497b3e9f
1912,20260519_bmad_20_B,bmad,B,20,1d9b2c16497b3e9f
1913,20260519_gsd_10_B,gsd,B,10,1d9b2c16497b3e9f
1914,20260519_gsd_27_C,gsd,C,27,1d9b2c16497b3e9f
1915,20260519_spec-kit_11_J,spec-kit,J,11,1d9b2c16497b3e9f
1916,20260519_bigpowers_13_I,bigpowers,I,13,1d9b2c16497b3e9f
1917,20260519_superpowers_23_D,superpowers,D,23,1d9b2c16497b3e9f
1918,20260519_bigpowers_18_B,bigpowers,B,18,1d9b2c16497b3e9f
1919,20260519_bigpowers_25_H,bigpowers,H,25,1d9b2c16497b3e9f
1920,20260519_spec-kit_10_I,spec-kit,I,10,1d9b2c16497b3e9f
1921,20260519_spec-kit_17_B,spec-kit,B,17,1d9b2c16497b3e9f
1922,20260519_bmad_14_H,bmad,H,14,1d9b2c16497b3e9f
1923,20260519_bare_16_D,bare,D,16,1d9b2c16497b3e9f
1924,20260519_bmad_18_C,bmad,C,18,1d9b2c16497b3e9f
1925,20260519_superpowers_7_A,superpowers,A,7,1d9b2c16497b3e9f
1926,20260519_superpowers_9_B,superpowers,B,9,1d9b2c16497b3e9f
1927,20260519_superpowers_5_D,superpowers,D,5,1d9b2c16497b3e9f
1928,20260519_spec-kit_21_C,spec-kit,C,21,1d9b2c16497b3e9f
1929,20260519_gsd_4_I,gsd,I,4,1d9b2c16497b3e9f
1930,20260519_acps_6_E,acps,E,6,1d9b2c16497b3e9f
1931,20260519_spec-kit_11_D,spec-kit,D,11,1d9b2c16497b3e9f
1932,20260519_acps_13_H,acps,H,13,1d9b2c16497b3e9f
1933,20260519_bmad_2_E,bmad,E,2,1d9b2c16497b3e9f
1934,20260519_acps_12_G,acps,G,12,1d9b2c16497b3e9f
1935,20260519_bare_20_I,bare,I,20,1d9b2c16497b3e9f
1936,20260519_acps_23_C,acps,C,23,1d9b2c16497b3e9f
1937,20260519_bare_14_I,bare,I,14,1d9b2c16497b3e9f
1938,20260519_bigpowers_28_A,bigpowers,A,28,1d9b2c16497b3e9f
1939,20260519_gsd_27_A,gsd,A,27,1d9b2c16497b3e9f
1940,20260519_acps_3_F,acps,F,3,1d9b2c16497b3e9f
1941,20260519_bmad_24_F,bmad,F,24,1d9b2c16497b3e9f
1942,20260519_acps_2_D,acps,D,2,1d9b2c16497b3e9f
1943,20260519_bare_25_G,bare,G,25,1d9b2c16497b3e9f
1944,20260519_spec-kit_23_H,spec-kit,H,23,1d9b2c16497b3e9f
1945,20260519_spec-kit_6_A,spec-kit,A,6,1d9b2c16497b3e9f
1946,20260519_gsd_8_D,gsd,D,8,1d9b2c16497b3e9f
1947,20260519_spec-kit_18_C,spec-kit,C,18,1d9b2c16497b3e9f
1948,20260519_superpowers_22_D,superpowers,D,22,1d9b2c16497b3e9f
1949,20260519_bigpowers_21_I,bigpowers,I,21,1d9b2c16497b3e9f
1950,20260519_gsd_28_G,gsd,G,28,1d9b2c16497b3e9f
1951,20260519_superpowers_4_C,superpowers,C,4,1d9b2c16497b3e9f
1952,20260519_bigpowers_10_C,bigpowers,C,10,1d9b2c16497b3e9f
1953,20260519_gsd_19_B,gsd,B,19,1d9b2c16497b3e9f
1954,20260519_gsd_4_H,gsd,H,4,1d9b2c16497b3e9f
1955,20260519_bare_24_I,bare,I,24,1d9b2c16497b3e9f
1956,20260519_superpowers_21_G,superpowers,G,21,1d9b2c16497b3e9f
1957,20260519_spec-kit_22_E,spec-kit,E,22,1d9b2c16497b3e9f
1958,20260519_gsd_22_J,gsd,J,22,1d9b2c16497b3e9f
1959,20260519_bmad_17_B,bmad,B,17,1d9b2c16497b3e9f
1960,20260519_gsd_8_C,gsd,C,8,1d9b2c16497b3e9f
1961,20260519_spec-kit_1_F,spec-kit,F,1,1d9b2c16497b3e9f
1962,20260519_gsd_12_G,gsd,G,12,1d9b2c16497b3e9f
1963,20260519_bmad_17_I,bmad,I,17,1d9b2c16497b3e9f
1964,20260519_bare_27_B,bare,B,27,1d9b2c16497b3e9f
1965,20260519_superpowers_18_E,superpowers,E,18,1d9b2c16497b3e9f
1966,20260519_bigpowers_22_I,bigpowers,I,22,1d9b2c16497b3e9f
1967,20260519_bmad_22_F,bmad,F,22,1d9b2c16497b3e9f
1968,20260519_superpowers_6_H,superpowers,H,6,1d9b2c16497b3e9f
1969,20260519_superpowers_27_J,superpowers,J,27,1d9b2c16497b3e9f
1970,20260519_spec-kit_23_F,spec-kit,F,23,1d9b2c16497b3e9f
1971,20260519_acps_20_D,acps,D,20,1d9b2c16497b3e9f
1972,20260519_bigpowers_20_E,bigpowers,E,20,1d9b2c16497b3e9f
1973,20260519_gsd_5_D,gsd,D,5,1d9b2c16497b3e9f
1974,20260519_spec-kit_19_A,spec-kit,A,19,1d9b2c16497b3e9f
1975,20260519_bmad_7_B,bmad,B,7,1d9b2c16497b3e9f
1976,20260519_spec-kit_16_G,spec-kit,G,16,1d9b2c16497b3e9f
1977,20260519_bmad_20_F,bmad,F,20,1d9b2c16497b3e9f
1978,20260519_bigpowers_2_I,bigpowers,I,2,1d9b2c16497b3e9f
1979,20260519_bmad_11_E,bmad,E,11,1d9b2c16497b3e9f
1980,20260519_gsd_1_E,gsd,E,1,1d9b2c16497b3e9f
1981,20260519_spec-kit_28_F,spec-kit,F,28,1d9b2c16497b3e9f
1982,20260519_bmad_19_D,bmad,D,19,1d9b2c16497b3e9f
1983,20260519_bmad_6_F,bmad,F,6,1d9b2c16497b3e9f
1984,20260519_gsd_16_I,gsd,I,16,1d9b2c16497b3e9f
1985,20260519_superpowers_24_G,superpowers,G,24,1d9b2c16497b3e9f
1986,20260519_bmad_23_H,bmad,H,23,1d9b2c16497b3e9f
1987,20260519_gsd_19_D,gsd,D,19,1d9b2c16497b3e9f
1988,20260519_spec-kit_23_B,spec-kit,B,23,1d9b2c16497b3e9f
1989,20260519_bigpowers_3_E,bigpowers,E,3,1d9b2c16497b3e9f
1990,20260519_gsd_1_D,gsd,D,1,1d9b2c16497b3e9f
1991,20260519_spec-kit_24_A,spec-kit,A,24,1d9b2c16497b3e9f
1992,20260519_bigpowers_1_I,bigpowers,I,1,1d9b2c16497b3e9f
1993,20260519_bare_17_H,bare,H,17,1d9b2c16497b3e9f
1994,20260519_bare_30_H,bare,H,30,1d9b2c16497b3e9f
1995,20260519_acps_25_A,acps,A,25,1d9b2c16497b3e9f
1996,20260519_bmad_3_A,bmad,A,3,1d9b2c16497b3e9f
1997,20260519_spec-kit_7_J,spec-kit,J,7,1d9b2c16497b3e9f
1998,20260519_bare_25_J,bare,J,25,1d9b2c16497b3e9f
1999,20260519_superpowers_17_A,superpowers,A,17,1d9b2c16497b3e9f
2000,20260519_bmad_29_H,bmad,H,29,1d9b2c16497b3e9f
2001,20260519_spec-kit_3_C,spec-kit,C,3,1d9b2c16497b3e9f
2002,20260519_bmad_5_C,bmad,C,5,1d9b2c16497b3e9f
2003,20260519_bare_29_J,bare,J,29,1d9b2c16497b3e9f
2004,20260519_bare_23_I,bare,I,23,1d9b2c16497b3e9f
2005,20260519_gsd_4_A,gsd,A,4,1d9b2c16497b3e9f
2006,20260519_bigpowers_3_B,bigpowers,B,3,1d9b2c16497b3e9f
2007,20260519_gsd_30_C,gsd,C,30,1d9b2c16497b3e9f
2008,20260519_gsd_27_J,gsd,J,27,1d9b2c16497b3e9f
2009,20260519_bigpowers_7_J,bigpowers,J,7,1d9b2c16497b3e9f
2010,20260519_bmad_26_I,bmad,I,26,1d9b2c16497b3e9f
2011,20260519_spec-kit_6_E,spec-kit,E,6,1d9b2c16497b3e9f
2012,20260519_acps_28_G,acps,G,28,1d9b2c16497b3e9f
2013,20260519_spec-kit_17_G,spec-kit,G,17,1d9b2c16497b3e9f
2014,20260519_superpowers_26_I,superpowers,I,26,1d9b2c16497b3e9f
2015,20260519_superpowers_18_F,superpowers,F,18,1d9b2c16497b3e9f
2016,20260519_bare_11_G,bare,G,11,1d9b2c16497b3e9f
2017,20260519_superpowers_28_G,superpowers,G,28,1d9b2c16497b3e9f
2018,20260519_acps_29_D,acps,D,29,1d9b2c16497b3e9f
2019,20260519_acps_11_C,acps,C,11,1d9b2c16497b3e9f
2020,20260519_acps_23_E,acps,E,23,1d9b2c16497b3e9f
2021,20260519_bigpowers_20_F,bigpowers,F,20,1d9b2c16497b3e9f
2022,20260519_spec-kit_15_H,spec-kit,H,15,1d9b2c16497b3e9f
2023,20260519_acps_24_J,acps,J,24,1d9b2c16497b3e9f
2024,20260519_gsd_23_H,gsd,H,23,1d9b2c16497b3e9f
2025,20260519_bigpowers_9_F,bigpowers,F,9,1d9b2c16497b3e9f
2026,20260519_superpowers_4_E,superpowers,E,4,1d9b2c16497b3e9f
2027,20260519_bigpowers_6_I,bigpowers,I,6,1d9b2c16497b3e9f
2028,20260519_bare_6_C,bare,C,6,1d9b2c16497b3e9f
2029,20260519_gsd_26_J,gsd,J,26,1d9b2c16497b3e9f
2030,20260519_acps_16_I,acps,I,16,1d9b2c16497b3e9f
2031,20260519_gsd_23_J,gsd,J,23,1d9b2c16497b3e9f
2032,20260519_bare_29_A,bare,A,29,1d9b2c16497b3e9f
2033,20260519_bare_13_I,bare,I,13,1d9b2c16497b3e9f
2034,20260519_superpowers_11_G,superpowers,G,11,1d9b2c16497b3e9f
2035,20260519_bigpowers_30_I,bigpowers,I,30,1d9b2c16497b3e9f
2036,20260519_bigpowers_29_F,bigpowers,F,29,1d9b2c16497b3e9f
2037,20260519_superpowers_5_G,superpowers,G,5,1d9b2c16497b3e9f
2038,20260519_acps_27_J,acps,J,27,1d9b2c16497b3e9f
2039,20260519_bmad_14_G,bmad,G,14,1d9b2c16497b3e9f
2040,20260519_superpowers_27_C,superpowers,C,27,1d9b2c16497b3e9f
2041,20260519_superpowers_16_H,superpowers,H,16,1d9b2c16497b3e9f
2042,20260519_bigpowers_19_C,bigpowers,C,19,1d9b2c16497b3e9f
2043,20260519_bmad_14_B,bmad,B,14,1d9b2c16497b3e9f
2044,20260519_spec-kit_9_E,spec-kit,E,9,1d9b2c16497b3e9f
2045,20260519_bigpowers_10_H,bigpowers,H,10,1d9b2c16497b3e9f
2046,20260519_bmad_19_I,bmad,I,19,1d9b2c16497b3e9f
2047,20260519_spec-kit_10_A,spec-kit,A,10,1d9b2c16497b3e9f
2048,20260519_bigpowers_26_F,bigpowers,F,26,1d9b2c16497b3e9f
2049,20260519_acps_24_H,acps,H,24,1d9b2c16497b3e9f
2050,20260519_spec-kit_13_A,spec-kit,A,13,1d9b2c16497b3e9f
2051,20260519_spec-kit_26_D,spec-kit,D,26,1d9b2c16497b3e9f
2052,20260519_spec-kit_5_A,spec-kit,A,5,1d9b2c16497b3e9f
2053,20260519_bigpowers_30_B,bigpowers,B,30,1d9b2c16497b3e9f
2054,20260519_bare_21_A,bare,A,21,1d9b2c16497b3e9f
2055,20260519_superpowers_9_F,superpowers,F,9,1d9b2c16497b3e9f
2056,20260519_superpowers_19_J,superpowers,J,19,1d9b2c16497b3e9f
2057,20260519_bare_9_C,bare,C,9,1d9b2c16497b3e9f
2058,20260519_acps_30_H,acps,H,30,1d9b2c16497b3e9f
2059,20260519_bigpowers_5_G,bigpowers,G,5,1d9b2c16497b3e9f
2060,20260519_spec-kit_15_D,spec-kit,D,15,1d9b2c16497b3e9f
2061,20260519_spec-kit_5_E,spec-kit,E,5,1d9b2c16497b3e9f
2062,20260519_bigpowers_28_J,bigpowers,J,28,1d9b2c16497b3e9f
2063,20260519_bmad_30_I,bmad,I,30,1d9b2c16497b3e9f
2064,20260519_bmad_28_F,bmad,F,28,1d9b2c16497b3e9f
2065,20260519_acps_12_E,acps,E,12,1d9b2c16497b3e9f
2066,20260519_bare_30_D,bare,D,30,1d9b2c16497b3e9f
2067,20260519_bigpowers_8_A,bigpowers,A,8,1d9b2c16497b3e9f
2068,20260519_gsd_18_C,gsd,C,18,1d9b2c16497b3e9f
2069,20260519_gsd_11_G,gsd,G,11,1d9b2c16497b3e9f
2070,20260519_spec-kit_12_F,spec-kit,F,12,1d9b2c16497b3e9f
2071,20260519_acps_5_G,acps,G,5,1d9b2c16497b3e9f
2072,20260519_bigpowers_5_C,bigpowers,C,5,1d9b2c16497b3e9f
2073,20260519_acps_27_C,acps,C,27,1d9b2c16497b3e9f
2074,20260519_bigpowers_30_A,bigpowers,A,30,1d9b2c16497b3e9f
2075,20260519_gsd_23_C,gsd,C,23,1d9b2c16497b3e9f
2076,20260519_gsd_12_F,gsd,F,12,1d9b2c16497b3e9f
2077,20260519_spec-kit_11_E,spec-kit,E,11,1d9b2c16497b3e9f
2078,20260519_bare_17_E,bare,E,17,1d9b2c16497b3e9f
2079,20260519_acps_29_I,acps,I,29,1d9b2c16497b3e9f
2080,20260519_spec-kit_15_C,spec-kit,C,15,1d9b2c16497b3e9f
2081,20260519_acps_19_H,acps,H,19,1d9b2c16497b3e9f
2082,20260519_bigpowers_7_C,bigpowers,C,7,1d9b2c16497b3e9f
2083,20260519_bmad_23_E,bmad,E,23,1d9b2c16497b3e9f
2084,20260519_spec-kit_25_B,spec-kit,B,25,1d9b2c16497b3e9f
2085,20260519_gsd_26_D,gsd,D,26,1d9b2c16497b3e9f
2086,20260519_superpowers_19_F,superpowers,F,19,1d9b2c16497b3e9f
2087,20260519_bigpowers_23_F,bigpowers,F,23,1d9b2c16497b3e9f
2088,20260519_acps_12_J,acps,J,12,1d9b2c16497b3e9f
2089,20260519_bigpowers_10_J,bigpowers,J,10,1d9b2c16497b3e9f
2090,20260519_bmad_16_H,bmad,H,16,1d9b2c16497b3e9f
2091,20260519_bigpowers_16_G,bigpowers,G,16,1d9b2c16497b3e9f
2092,20260519_bmad_20_H,bmad,H,20,1d9b2c16497b3e9f
2093,20260519_bigpowers_6_D,bigpowers,D,6,1d9b2c16497b3e9f
2094,20260519_bare_22_F,bare,F,22,1d9b2c16497b3e9f
2095,20260519_spec-kit_13_C,spec-kit,C,13,1d9b2c16497b3e9f
2096,20260519_superpowers_5_E,superpowers,E,5,1d9b2c16497b3e9f
2097,20260519_acps_18_G,acps,G,18,1d9b2c16497b3e9f
2098,20260519_acps_20_J,acps,J,20,1d9b2c16497b3e9f
2099,20260519_bare_13_F,bare,F,13,1d9b2c16497b3e9f
2100,20260519_superpowers_26_J,superpowers,J,26,1d9b2c16497b3e9f
